Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD21081500005015,West Valley,1024,08/15/2021 12:00:00 AM,22:59:23,242D,DOM VIOL
PD21081000002262,Rampart,0233,08/10/2021 12:00:00 AM,13:00:44,620D,DOM VIOL
PD21081700000018,Topanga,2175,08/17/2021 12:00:00 AM,00:20:10,242D,DOM VIOL
PD21081200004055,Southeast,1863,08/12/2021 12:00:00 AM,19:32:49,242D,DOM VIOL
PD21081300004024,Newton,1343,08/13/2021 12:00:00 AM,20:00:37,620DR,DOM VIOL R/O
PD21081500002988,77th Street,1203,08/15/2021 12:00:00 AM,16:41:34,242D,DOM VIOL
PD21081500000596,Foothill,1623,08/15/2021 12:00:00 AM,02:12:30,620D,DOM VIOL
PD21081400001088,Foothill,1601,08/14/2021 12:00:00 AM,07:25:55,242D,DOM VIOL
PD21081600002100,Southwest,0317,08/16/2021 12:00:00 AM,12:23:29,620D,DOM VIOL
PD21081400000643,Harbor,0506,08/14/2021 12:00:00 AM,03:23:50,245D,DOM VIOL
PD21081300004141,Topanga,2136,08/13/2021 12:00:00 AM,20:19:57,620DR,DOM VIOL R/O
PD21081500000312,Newton,1347,08/15/2021 12:00:00 AM,01:00:17,620D,DOM VIOL
PD21081300004924,Central,0162,08/13/2021 12:00:00 AM,22:44:45,242D,DOM VIOL
PD21081500001110,Mission,1921,08/15/2021 12:00:00 AM,06:12:24,620D,DOM VIOL
PD21081400004493,Hollywood,0645,08/14/2021 12:00:00 AM,21:57:05,242DS,DOM VIOL SUSP
PD21081500000963,Southwest,0316,08/15/2021 12:00:00 AM,04:49:33,242DX,BATTERY DOMESTIC VIO
PD21081300001713,77th Street,1211,08/13/2021 12:00:00 AM,11:22:02,242DS,DOM VIOL SUSP
PD21081500004887,Southeast,1841,08/15/2021 12:00:00 AM,22:27:59,620DR,DOM VIOL R/O
PD21081000000389,77th Street,1208,08/10/2021 12:00:00 AM,02:27:09,242AD,AMB DOM VIOL
PD21081000003526,Hollywood,0666,08/10/2021 12:00:00 AM,18:01:42,242DI,DOM VIOL INVESTIGATI
PD21081000003252,Mission,1925,08/10/2021 12:00:00 AM,17:05:42,242PD,POSS DOM VIOL
PD21081200000636,Southwest,0359,08/12/2021 12:00:00 AM,04:49:11,242DS,DOM VIOL SUSP
PD21081600000863,West Valley,1023,08/16/2021 12:00:00 AM,07:28:52,620D,DOM VIOL
PD21081200001693,Harbor,0526,08/12/2021 12:00:00 AM,10:45:00,620D,DOM VIOL
PD21081300003154,West Valley,1029,08/13/2021 12:00:00 AM,17:01:43,245D,DOM VIOL
PD21081000002506,Harbor,0524,08/10/2021 12:00:00 AM,13:51:57,620DR,DOM VIOL R/O
PD21081100000661,N Hollywood,1557,08/11/2021 12:00:00 AM,05:20:59,242D,DOM VIOL
PD21081600004853,Mission,1994,08/16/2021 12:00:00 AM,22:55:31,245DI,DOM VIOL INVEST
PD21081200004687,Mission,1909,08/12/2021 12:00:00 AM,21:51:42,620DR,DOM VIOL R/O
PD21081000000476,Foothill,1653,08/10/2021 12:00:00 AM,03:16:31,620D,DOM VIOL
PD21081100000597,Newton,1362,08/11/2021 12:00:00 AM,04:15:49,242D,DOM VIOL
PD21081400000416,Foothill,1658,08/14/2021 12:00:00 AM,01:50:35,620D,DOM VIOL
PD21081500004062,77th Street,1231,08/15/2021 12:00:00 AM,19:50:31,620D,DOM VIOL
PD21081100004778,Pacific,1401,08/11/2021 12:00:00 AM,21:33:16,620D,DOM VIOL
PD21081600004911,Southeast,1842,08/16/2021 12:00:00 AM,22:54:33,242DJ,DOM VIOL J/O
PD21081300004851,77th Street,1248,08/13/2021 12:00:00 AM,22:29:25,620DR,DOM VIOL R/O
PD21081600001504,Southwest,0317,08/16/2021 12:00:00 AM,09:56:34,245PDX,POSS DOM VIOL I/P
PD21081600002083,Northeast,1136,08/16/2021 12:00:00 AM,12:36:56,620D,DOM VIOL
PD21081200001606,Devonshire,1751,08/12/2021 12:00:00 AM,10:23:05,620D,DOM VIOL
PD21081600002472,Northeast,1107,08/16/2021 12:00:00 AM,13:45:08,620D,DOM VIOL
PD21081100000298,Hollywood,0647,08/11/2021 12:00:00 AM,01:35:22,242D,DOM VIOL
PD21081100001117,Hollywood,0636,08/11/2021 12:00:00 AM,08:11:40,245DS,DOM VIOL SUSP
PD21081100002177,Newton,1354,08/11/2021 12:00:00 AM,12:29:30,620D,DOM VIOL
PD21081200004399,77th Street,1208,08/12/2021 12:00:00 AM,20:59:16,207D,DOM VIOL
PD21081200004844,Van Nuys,0932,08/12/2021 12:00:00 AM,22:22:33,620D,DOM VIOL
PD21081600004966,Foothill,1682,08/16/2021 12:00:00 AM,23:12:06,242D,DOM VIOL
PD21081100002632,Central,0171,08/11/2021 12:00:00 AM,14:25:36,242D,DOM VIOL
PD21081300003959,Pacific,1441,08/13/2021 12:00:00 AM,19:48:48,620DR,DOM VIOL R/O
PD21081600000256,Foothill,1623,08/16/2021 12:00:00 AM,01:30:22,620D,DOM VIOL
PD21081300004352,Pacific,1483,08/13/2021 12:00:00 AM,21:03:28,620D,DOM VIOL
PD21081200005124,Rampart,0257,08/12/2021 12:00:00 AM,23:21:05,242DS,DOM VIOL SUSP
PD21081400005317,Olympic,2017,08/15/2021 12:00:00 AM,00:05:05,242DJ,DOM VIOL J/O
PD21081600004080,Harbor,0524,08/16/2021 12:00:00 AM,19:48:50,242AD,AMB DOM VIOL
PD21081500000771,Hollywood,0645,08/15/2021 12:00:00 AM,03:39:00,620D,DOM VIOL
PD21081000002768,Foothill,1602,08/10/2021 12:00:00 AM,14:51:09,242D,DOM VIOL
PD21081300003231,Hollenbeck,0448,08/13/2021 12:00:00 AM,17:11:36,242D,DOM VIOL
PD21081300005257,N Hollywood,1583,08/13/2021 12:00:00 AM,23:51:13,242D,DOM VIOL
PD21081500004929,Newton,1393,08/15/2021 12:00:00 AM,22:46:52,242PD,POSS DOM VIOL
PD21081400000791,Southwest,0357,08/14/2021 12:00:00 AM,04:21:06,242DR,DOM VIOL R/O VIOLATI
PD21081400004843,Mission,1936,08/14/2021 12:00:00 AM,23:01:13,245D,DOM VIOL
PD21081500001645,Rampart,0203,08/15/2021 12:00:00 AM,09:44:09,620D,DOM VIOL
PD21081600004822,77th Street,1241,08/16/2021 12:00:00 AM,22:31:05,620D,DOM VIOL
PD21081600000109,77th Street,1258,08/16/2021 12:00:00 AM,01:20:12,620D,DOM VIOL
PD21081300002302,N Hollywood,1538,08/13/2021 12:00:00 AM,13:36:04,242D,DOM VIOL
PD21081500001907,West LA,0817,08/15/2021 12:00:00 AM,11:10:02,620D,DOM VIOL
PD21081100001634,Devonshire,1721,08/11/2021 12:00:00 AM,10:10:26,620D,DOM VIOL
PD21081100000604,Newton,1362,08/11/2021 12:00:00 AM,04:22:43,242D,DOM VIOL
PD21081200000731,Newton,1373,08/12/2021 12:00:00 AM,05:46:46,242D,DOM VIOL
PD21081100000395,Mission,1917,08/11/2021 12:00:00 AM,02:34:51,242D,DOM VIOL
PD21081300004045,Foothill,1617,08/13/2021 12:00:00 AM,20:02:14,620D,DOM VIOL
PD21081200005048,Olympic,2058,08/12/2021 12:00:00 AM,23:06:17,242DS,DOM VIOL SUSP
PD21081300002481,Harbor,0506,08/13/2021 12:00:00 AM,14:48:38,620D,DOM VIOL
PD21081400005021,Pacific,1458,08/14/2021 12:00:00 AM,23:20:50,620D,DOM VIOL
PD21081600002255,Rampart,0248,08/16/2021 12:00:00 AM,12:58:27,245D,DOM VIOL
PD21081500000703,N Hollywood,1535,08/15/2021 12:00:00 AM,02:40:12,242D,DOM VIOL
PD21081400003708,Pacific,1445,08/14/2021 12:00:00 AM,19:37:52,242D,DOM VIOL
PD21081400004531,77th Street,1266,08/14/2021 12:00:00 AM,21:54:33,620D,DOM VIOL
PD21081500000491,Southeast,1822,08/15/2021 12:00:00 AM,01:39:46,245D,DOM VIOL
PD21081500003880,Mission,1918,08/15/2021 12:00:00 AM,19:52:31,242AD,AMB DOM VIOL
PD21081700000234,Van Nuys,0946,08/17/2021 12:00:00 AM,01:13:39,242D,DOM VIOL
PD21081100002275,West Valley,1023,08/11/2021 12:00:00 AM,12:44:46,242D,DOM VIOL
PD21081300004295,Van Nuys,0914,08/13/2021 12:00:00 AM,20:56:54,620D,DOM VIOL
PD21081100003602,Rampart,0246,08/11/2021 12:00:00 AM,17:48:07,242D,DOM VIOL
PD21081300000213,West Valley,1018,08/13/2021 12:00:00 AM,01:12:43,242D,DOM VIOL
PD21081500005181,Newton,1393,08/15/2021 12:00:00 AM,23:29:47,620D,DOM VIOL
PD21081300000508,Foothill,1657,08/13/2021 12:00:00 AM,03:35:50,242DX,BATTERY DOMESTIC VIO
PD21081500004860,Harbor,0532,08/15/2021 12:00:00 AM,22:24:15,242AD,AMB DOM VIOL
PD21081100005205,Olympic,2033,08/11/2021 12:00:00 AM,22:55:29,242DJ,DOM VIOL J/O
PD21081200004589,Northeast,1129,08/12/2021 12:00:00 AM,21:30:51,620D,DOM VIOL
PD21081600004721,Topanga,2133,08/16/2021 12:00:00 AM,22:29:24,242D,DOM VIOL
PD21081200001408,Wilshire,0775,08/12/2021 12:00:00 AM,09:32:14,245DSN,DOM VIOL SUSP NOW
PD21081500005029,Topanga,2177,08/15/2021 12:00:00 AM,22:54:07,620DR,DOM VIOL R/O
PD21081300004860,77th Street,1255,08/13/2021 12:00:00 AM,22:31:29,620DR,DOM VIOL R/O
PD21081200002850,Van Nuys,0914,08/12/2021 12:00:00 AM,15:21:57,242D,DOM VIOL
PD21081300001431,Van Nuys,0985,08/13/2021 12:00:00 AM,10:15:47,620DR,DOM VIOL R/O
PD21081400005313,Hollywood,0643,08/14/2021 12:00:00 AM,23:57:28,245D,DOM VIOL
PD21081500002772,Newton,1363,08/15/2021 12:00:00 AM,15:22:26,620D,DOM VIOL
PD21081400002783,West Valley,1028,08/14/2021 12:00:00 AM,16:18:56,620D,DOM VIOL
PD21081400001330,Hollenbeck,0478,08/14/2021 12:00:00 AM,09:01:12,242DI,DOM VIOL INVESTIGATI
PD21081400004629,Harbor,0563,08/14/2021 12:00:00 AM,22:04:36,620DR,DOM VIOL R/O
PD21081100000108,Pacific,1415,08/11/2021 12:00:00 AM,00:36:41,245DSL,DOM VIOL SUSP J/L
PD21081600002820,Devonshire,1791,08/16/2021 12:00:00 AM,15:13:52,620DR,DOM VIOL R/O
PD21081300004828,Topanga,2173,08/13/2021 12:00:00 AM,22:25:15,242D,DOM VIOL
PD21081200000421,77th Street,1241,08/12/2021 12:00:00 AM,02:26:59,620DR,DOM VIOL R/O
PD21081300003027,Northeast,1145,08/13/2021 12:00:00 AM,16:39:19,620D,DOM VIOL
PD21081200004293,77th Street,1203,08/12/2021 12:00:00 AM,20:31:40,242D,DOM VIOL
PD21081000003735,N Hollywood,1524,08/10/2021 12:00:00 AM,18:51:01,620DR,DOM VIOL R/O
PD21081500000998,Van Nuys,0926,08/15/2021 12:00:00 AM,05:09:16,245DSL,DOM VIOL SUSP J/L
PD21081500003370,Hollywood,0678,08/15/2021 12:00:00 AM,17:44:11,620D,DOM VIOL
PD21081000004333,Central,0157,08/10/2021 12:00:00 AM,21:02:33,620D,DOM VIOL
PD21081300001454,Newton,1371,08/13/2021 12:00:00 AM,10:12:37,620D,DOM VIOL
PD21081200000279,Rampart,0212,08/12/2021 12:00:00 AM,01:45:40,242DS,DOM VIOL SUSP
PD21081500001700,N Hollywood,1535,08/15/2021 12:00:00 AM,10:14:23,242D,DOM VIOL
PD21081400005228,Central,0142,08/14/2021 12:00:00 AM,23:45:35,242DI,DOM VIOL INVESTIGATI
PD21081100003536,77th Street,1265,08/11/2021 12:00:00 AM,17:22:12,620D,DOM VIOL
PD21081200005004,Harbor,0529,08/12/2021 12:00:00 AM,22:57:13,620D,DOM VIOL
PD21081600003492,Olympic,2063,08/16/2021 12:00:00 AM,18:13:35,245DS,DOM VIOL SUSP
PD21081500002193,Central,0147,08/15/2021 12:00:00 AM,12:46:09,242D,DOM VIOL
PD21081400002842,Rampart,0251,08/14/2021 12:00:00 AM,16:41:13,242D,DOM VIOL
PD21081000000887,West Valley,1001,08/10/2021 12:00:00 AM,07:24:41,242D,DOM VIOL
PD21081200002107,Van Nuys,0923,08/12/2021 12:00:00 AM,12:39:16,620D,DOM VIOL
PD21081400003401,Rampart,0257,08/14/2021 12:00:00 AM,18:53:43,620D,DOM VIOL
PD21081500003480,Devonshire,1791,08/15/2021 12:00:00 AM,17:55:36,242D,DOM VIOL
PD21081600000338,Southeast,1822,08/16/2021 12:00:00 AM,01:55:06,620D,DOM VIOL
PD21081100005091,Southeast,1826,08/11/2021 12:00:00 AM,22:29:18,620D,DOM VIOL
PD21081000000489,Olympic,2071,08/10/2021 12:00:00 AM,03:34:55,620D,DOM VIOL
PD21081500001863,Olympic,2016,08/15/2021 12:00:00 AM,11:05:08,620D,DOM VIOL
PD21081400003061,77th Street,1263,08/14/2021 12:00:00 AM,17:10:35,245DS,DOM VIOL SUSP
PD21081500000969,Southwest,0326,08/15/2021 12:00:00 AM,04:58:19,242D,DOM VIOL
PD21081600002398,N Hollywood,1529,08/16/2021 12:00:00 AM,13:38:11,620D,DOM VIOL
PD21081000004989,Rampart,0269,08/10/2021 12:00:00 AM,23:42:21,242D,DOM VIOL
PD21081300003681,Newton,1352,08/13/2021 12:00:00 AM,19:03:33,242DS,DOM VIOL SUSP
PD21081100004730,Hollenbeck,0473,08/11/2021 12:00:00 AM,21:25:00,620D,DOM VIOL
PD21081100002524,Central,0181,08/11/2021 12:00:00 AM,13:39:33,620D,DOM VIOL
PD21081500001535,Central,0154,08/15/2021 12:00:00 AM,09:15:09,242DS,DOM VIOL SUSP
PD21081300002166,77th Street,1258,08/13/2021 12:00:00 AM,13:15:02,620D,DOM VIOL
PD21081500000955,Pacific,1444,08/15/2021 12:00:00 AM,04:51:09,245DI,DOM VIOL INVEST
PD21081500003458,Southwest,0397,08/15/2021 12:00:00 AM,17:46:18,620D,DOM VIOL
PD21081200002106,Southwest,0326,08/12/2021 12:00:00 AM,12:27:33,242DX,BATTERY DOMESTIC VIO
PD21081500001006,N Hollywood,1562,08/15/2021 12:00:00 AM,05:33:01,620D,DOM VIOL
PD21081100002589,Southeast,1823,08/11/2021 12:00:00 AM,13:49:09,620D,DOM VIOL
PD21081300005276,Southeast,1823,08/14/2021 12:00:00 AM,00:03:52,620D,DOM VIOL
PD21081300004748,N Hollywood,1519,08/13/2021 12:00:00 AM,22:14:41,620D,DOM VIOL
PD21081200000313,West Valley,1041,08/12/2021 12:00:00 AM,01:46:35,242D,DOM VIOL
PD21081600003554,Pacific,1487,08/16/2021 12:00:00 AM,17:50:36,620D,DOM VIOL
PD21081000003577,Southwest,0395,08/10/2021 12:00:00 AM,18:25:13,242D,DOM VIOL
PD21081400001606,N Hollywood,1548,08/14/2021 12:00:00 AM,10:38:35,245D,DOM VIOL
PD21081500003708,West Valley,1047,08/15/2021 12:00:00 AM,18:43:19,245PD,ADW POSS DOM VIOL
PD21081600000342,Devonshire,1707,08/16/2021 12:00:00 AM,01:51:09,620D,DOM VIOL
PD21081000001990,Newton,1345,08/10/2021 12:00:00 AM,12:01:35,620D,DOM VIOL
PD21081200005136,Olympic,2036,08/12/2021 12:00:00 AM,23:33:09,242AD,AMB DOM VIOL
PD21081000000387,Northeast,1125,08/10/2021 12:00:00 AM,02:24:29,242D,DOM VIOL
PD21081600002701,West LA,0836,08/16/2021 12:00:00 AM,14:39:44,242DX,BATTERY DOMESTIC VIO
PD21081400004713,77th Street,1215,08/14/2021 12:00:00 AM,22:17:27,620DR,DOM VIOL R/O
PD21081600002175,N Hollywood,1529,08/16/2021 12:00:00 AM,13:00:07,242DJ,DOM VIOL J/O
PD21081500004038,Newton,1381,08/15/2021 12:00:00 AM,19:45:53,620DR,DOM VIOL R/O
PD21081100003174,Northeast,1171,08/11/2021 12:00:00 AM,16:24:08,242D,DOM VIOL
PD21081100001566,Foothill,1612,08/11/2021 12:00:00 AM,10:10:25,242D,DOM VIOL
PD21081400000366,Southeast,1804,08/14/2021 12:00:00 AM,01:31:29,245DSN,DOM VIOL SUSP NOW
PD21081100000799,Southeast,1842,08/11/2021 12:00:00 AM,06:26:40,245DS,DOM VIOL SUSP
PD21081500001574,N Hollywood,1549,08/15/2021 12:00:00 AM,09:23:14,242DI,DOM VIOL INVESTIGATI
PD21081200003772,Harbor,0525,08/12/2021 12:00:00 AM,18:35:32,242DI,DOM VIOL INVESTIGATI
PD21081500002970,Olympic,2002,08/15/2021 12:00:00 AM,15:58:44,242D,DOM VIOL
PD21081500003104,Mission,1913,08/15/2021 12:00:00 AM,16:31:41,620D,DOM VIOL
PD21081200001763,Foothill,1621,08/12/2021 12:00:00 AM,11:03:16,242AD,AMB DOM VIOL
PD21081300003497,Central,0141,08/13/2021 12:00:00 AM,18:08:45,620D,DOM VIOL
PD21081300005179,Newton,1395,08/13/2021 12:00:00 AM,23:41:40,620D,DOM VIOL
PD21081600004889,N Hollywood,1585,08/16/2021 12:00:00 AM,22:47:52,620D,DOM VIOL
PD21081600001401,Southwest,0375,08/16/2021 12:00:00 AM,09:36:13,620D,DOM VIOL
PD21081500000582,Hollywood,0636,08/15/2021 12:00:00 AM,02:05:55,242D,DOM VIOL
PD21081300001509,Southeast,1881,08/13/2021 12:00:00 AM,10:18:30,242D,DOM VIOL
PD21081400005238,Newton,1347,08/14/2021 12:00:00 AM,23:44:20,242D,DOM VIOL
PD21081000000328,Topanga,2189,08/10/2021 12:00:00 AM,01:57:48,620DR,DOM VIOL R/O
PD21081200000233,Northeast,1176,08/12/2021 12:00:00 AM,01:10:39,620DR,DOM VIOL R/O
PD21081300002500,Van Nuys,0923,08/13/2021 12:00:00 AM,14:17:03,620D,DOM VIOL
PD21081400003175,Southeast,1824,08/14/2021 12:00:00 AM,17:32:32,242D,DOM VIOL
PD21081500002509,Southwest,0363,08/15/2021 12:00:00 AM,13:57:00,620DR,DOM VIOL R/O
PD21081400001290,77th Street,1235,08/14/2021 12:00:00 AM,08:52:36,620D,DOM VIOL
PD21081400001948,77th Street,1208,08/14/2021 12:00:00 AM,12:20:08,620D,DOM VIOL
PD21081600000700,Southeast,1801,08/16/2021 12:00:00 AM,05:51:06,620D,DOM VIOL
PD21081200002736,Wilshire,0778,08/12/2021 12:00:00 AM,14:41:48,242DR,DOM VIOL R/O VIOLATI
PD21081400002337,Harbor,0541,08/14/2021 12:00:00 AM,14:11:33,245PD,ADW POSS DOM VIOL
PD21081000001842,Southeast,1881,08/10/2021 12:00:00 AM,11:31:24,242D,DOM VIOL
PD21081200004151,Rampart,0247,08/12/2021 12:00:00 AM,20:10:14,242D,DOM VIOL
PD21081500003636,Northeast,1151,08/15/2021 12:00:00 AM,18:22:19,620D,DOM VIOL
PD21081100001736,Central,0138,08/11/2021 12:00:00 AM,10:31:07,620DR,DOM VIOL R/O
PD21081400004699,Southwest,0314,08/14/2021 12:00:00 AM,22:13:54,620D,DOM VIOL
PD21081200001101,Southeast,1804,08/12/2021 12:00:00 AM,08:30:10,245D,DOM VIOL
PD21081000002221,77th Street,1258,08/10/2021 12:00:00 AM,12:51:54,245D,DOM VIOL
PD21081200003744,77th Street,1213,08/12/2021 12:00:00 AM,19:02:21,620D,DOM VIOL
PD21081000001910,Olympic,2038,08/10/2021 12:00:00 AM,11:37:14,620D,DOM VIOL
PD21081100001989,Southwest,0396,08/11/2021 12:00:00 AM,11:58:13,620D,DOM VIOL
PD21081400003195,Topanga,2114,08/14/2021 12:00:00 AM,17:30:17,620DR,DOM VIOL R/O
PD21081400000304,Wilshire,0743,08/14/2021 12:00:00 AM,01:23:11,620D,DOM VIOL
PD21081100004610,Newton,1362,08/11/2021 12:00:00 AM,20:53:14,245D,DOM VIOL
PD21081400000339,77th Street,1218,08/14/2021 12:00:00 AM,01:27:10,242D,DOM VIOL
PD21081200004609,Southeast,1806,08/12/2021 12:00:00 AM,21:33:38,242AD,AMB DOM VIOL
PD21081000004783,Newton,1371,08/10/2021 12:00:00 AM,22:35:43,242D,DOM VIOL
PD21081600001256,Hollywood,0643,08/16/2021 12:00:00 AM,09:10:26,620D,DOM VIOL
PD21081400002429,Hollenbeck,0407,08/14/2021 12:00:00 AM,14:31:36,245DX,DOM VIOL IN PROGRESS
PD21081600002148,Hollywood,0644,08/16/2021 12:00:00 AM,12:57:51,242DS,DOM VIOL SUSP
PD21081600003835,Topanga,2177,08/16/2021 12:00:00 AM,19:28:30,620D,DOM VIOL
PD21081000002588,Southeast,1849,08/10/2021 12:00:00 AM,14:13:48,242D,DOM VIOL
PD21081300005023,Harbor,0563,08/13/2021 12:00:00 AM,23:03:19,620DR,DOM VIOL R/O
PD21081600001575,Newton,1307,08/16/2021 12:00:00 AM,10:16:35,245DI,DOM VIOL INVEST
PD21081300002945,Harbor,0567,08/13/2021 12:00:00 AM,16:27:00,242PD,POSS DOM VIOL
PD21081500005042,Pacific,1466,08/15/2021 12:00:00 AM,23:05:02,242D,DOM VIOL
PD21081500000685,N Hollywood,1538,08/15/2021 12:00:00 AM,02:36:44,242D,DOM VIOL
PD21081200000230,Hollenbeck,0449,08/12/2021 12:00:00 AM,01:09:43,245DSL,DOM VIOL SUSP J/L
PD21081300000441,Foothill,1657,08/13/2021 12:00:00 AM,02:44:23,620DR,DOM VIOL R/O
PD21081000001538,Hollywood,0636,08/10/2021 12:00:00 AM,10:23:01,620D,DOM VIOL
PD21081300001602,Devonshire,1752,08/13/2021 12:00:00 AM,11:03:02,242D,DOM VIOL
PD21081300003911,Rampart,0271,08/13/2021 12:00:00 AM,19:45:14,242DX,BATTERY DOMESTIC VIO
PD21081500001811,West LA,0889,08/15/2021 12:00:00 AM,10:36:56,620DR,DOM VIOL R/O
PD21081200003687,Northeast,1113,08/12/2021 12:00:00 AM,18:18:44,245D,DOM VIOL
PD21081300000908,77th Street,1245,08/13/2021 12:00:00 AM,07:29:12,620D,DOM VIOL
PD21081300005236,Southeast,1849,08/13/2021 12:00:00 AM,23:47:57,242D,DOM VIOL
PD21081300004978,Pacific,1483,08/13/2021 12:00:00 AM,22:56:59,620D,DOM VIOL
PD21081400002315,Southeast,1863,08/14/2021 12:00:00 AM,14:24:03,620D,DOM VIOL
PD21081500005282,Southwest,0376,08/15/2021 12:00:00 AM,23:54:51,245DSN,DOM VIOL SUSP NOW
PD21081500004073,Rampart,0257,08/15/2021 12:00:00 AM,20:03:37,620D,DOM VIOL
PD21081400003334,Olympic,2015,08/14/2021 12:00:00 AM,17:58:32,620D,DOM VIOL
PD21081300005225,Central,0192,08/13/2021 12:00:00 AM,23:50:58,620D,DOM VIOL
PD21081600000271,Van Nuys,0941,08/16/2021 12:00:00 AM,01:22:22,245DSL,DOM VIOL SUSP J/L
PD21081400004135,Southeast,1822,08/14/2021 12:00:00 AM,20:45:29,242D,DOM VIOL
PD21081600001417,Hollywood,0648,08/16/2021 12:00:00 AM,09:46:40,242D,DOM VIOL
PD21081500004777,Southeast,1846,08/15/2021 12:00:00 AM,22:03:43,242DS,DOM VIOL SUSP
PD21081000001537,Topanga,2148,08/10/2021 12:00:00 AM,10:05:38,620D,DOM VIOL
PD21081200000788,Hollenbeck,0403,08/12/2021 12:00:00 AM,06:20:00,620D,DOM VIOL
PD21081600004307,Olympic,2076,08/16/2021 12:00:00 AM,20:49:10,245D,DOM VIOL
PD21081600003016,Southwest,0357,08/16/2021 12:00:00 AM,15:52:28,242DS,DOM VIOL SUSP
PD21081300002229,Southeast,1821,08/13/2021 12:00:00 AM,15:30:22,620D,DOM VIOL
PD21081200003722,Central,0156,08/12/2021 12:00:00 AM,18:34:03,242D,DOM VIOL
PD21081600003176,Newton,1362,08/16/2021 12:00:00 AM,16:32:55,245AD,AMB DOM VIOL
PD21081100003258,N Hollywood,1555,08/11/2021 12:00:00 AM,16:25:48,620D,DOM VIOL
PD21081600000466,77th Street,1235,08/16/2021 12:00:00 AM,03:13:24,620D,DOM VIOL
PD21081200001850,Mission,1924,08/12/2021 12:00:00 AM,11:26:36,242D,DOM VIOL
PD21081600001587,Central,0164,08/16/2021 12:00:00 AM,10:17:21,242D,DOM VIOL
PD21081500002617,Topanga,2175,08/15/2021 12:00:00 AM,14:38:27,620D,DOM VIOL
PD21081500003338,Newton,1381,08/15/2021 12:00:00 AM,17:20:32,242D,DOM VIOL
PD21081200002555,N Hollywood,1535,08/12/2021 12:00:00 AM,14:06:35,620DR,DOM VIOL R/O
PD21081200003912,Harbor,0583,08/12/2021 12:00:00 AM,19:11:33,242D,DOM VIOL
PD21081400000905,Southwest,0357,08/14/2021 12:00:00 AM,05:33:45,242DR,DOM VIOL R/O VIOLATI
PD21081400001640,Harbor,0518,08/14/2021 12:00:00 AM,11:04:16,620D,DOM VIOL
PD21081300005029,Rampart,0295,08/13/2021 12:00:00 AM,23:14:55,242DS,DOM VIOL SUSP
PD21081300002393,77th Street,1245,08/13/2021 12:00:00 AM,14:19:24,242D,DOM VIOL
PD21081600004110,77th Street,1266,08/16/2021 12:00:00 AM,19:58:13,242DI,DOM VIOL INVESTIGATI
PD21081200005281,Central,0142,08/13/2021 12:00:00 AM,00:57:12,242DI,DOM VIOL INVESTIGATI
PD21081600000135,Foothill,1633,08/16/2021 12:00:00 AM,00:42:40,245PD,ADW POSS DOM VIOL
PD21081400002702,Foothill,1654,08/14/2021 12:00:00 AM,15:46:12,245DSN,DOM VIOL SUSP NOW
PD21081200005249,Rampart,0235,08/12/2021 12:00:00 AM,23:51:08,620D,DOM VIOL
PD21081600001550,Central,0164,08/16/2021 12:00:00 AM,10:13:57,242DI,DOM VIOL INVESTIGATI
PD21081600000235,Olympic,2026,08/16/2021 12:00:00 AM,01:13:26,242DS,DOM VIOL SUSP
PD21081500000286,Foothill,1633,08/15/2021 12:00:00 AM,00:53:23,245DS,DOM VIOL SUSP
PD21081300003303,77th Street,1259,08/13/2021 12:00:00 AM,17:37:54,620D,DOM VIOL
PD21081200004778,West LA,0805,08/12/2021 12:00:00 AM,22:29:35,620D,DOM VIOL
PD21081500002950,West LA,0889,08/15/2021 12:00:00 AM,15:48:40,620DR,DOM VIOL R/O
PD21081200001581,Outside,,08/12/2021 12:00:00 AM,10:16:12,242D,DOM VIOL
PD21081400004841,Newton,1373,08/14/2021 12:00:00 AM,22:45:00,620D,DOM VIOL
PD21081500002897,Hollenbeck,0459,08/15/2021 12:00:00 AM,15:39:14,620D,DOM VIOL
PD21081400003606,N Hollywood,1512,08/14/2021 12:00:00 AM,19:04:05,620DR,DOM VIOL R/O
PD21081600000614,77th Street,1265,08/16/2021 12:00:00 AM,05:02:25,620DR,DOM VIOL R/O
PD21081500000715,Foothill,1633,08/15/2021 12:00:00 AM,02:47:55,620DR,DOM VIOL R/O
PD21081000004996,Van Nuys,0923,08/10/2021 12:00:00 AM,23:42:28,242D,DOM VIOL
PD21081300004872,Southwest,0378,08/13/2021 12:00:00 AM,22:41:26,242D,DOM VIOL
PD21081300001966,Foothill,1695,08/13/2021 12:00:00 AM,12:27:41,242D,DOM VIOL
PD21081000002295,Olympic,2019,08/10/2021 12:00:00 AM,13:25:35,242D,DOM VIOL
PD21081400002547,Northeast,1113,08/14/2021 12:00:00 AM,15:09:39,620D,DOM VIOL
PD21081000001654,West Valley,1008,08/10/2021 12:00:00 AM,11:02:39,242D,DOM VIOL
PD21081600000497,Wilshire,0753,08/16/2021 12:00:00 AM,03:26:35,242D,DOM VIOL
PD21081200001138,77th Street,1258,08/12/2021 12:00:00 AM,08:29:09,245DSN,DOM VIOL SUSP NOW
PD21081200003990,Rampart,0257,08/12/2021 12:00:00 AM,19:33:24,242D,DOM VIOL
